pair,seat,f1,f2,f2cp,fsrc,aef_tcp_f1,aef_tcp_f2,aef_tcp_pct,aef_tcp_scenario_freq,aef_tcp_p05,aef_tcp_p95
"wa2025","Murray-Wellington","LNP","ALP",51.7,"official","ALP","LNP",52.3,0.95,40.9,63.1
"wa2025","Nedlands","LNP","ALP",52.7,"official","ALP","LNP",39.6,0.728,30,49.7
"wa2025","Perth","ALP","LNP",71,"official","ALP","LNP",65.7,0.867,55.5,73.8
"wa2025","Pilbara","ALP","LNP",50.6,"official","ALP","LNP",51.9,0.655,40,63
"wa2025","Riverton","ALP","LNP",54.2,"official","ALP","LNP",47.5,0.975,36.9,57.7
"wa2025","Rockingham","ALP","LNP",61.8,"official","ALP","LNP",67.6,0.977,55.7,77.1
"wa2025","Roe",NA,NA,NA,"intra-coalition-excluded","LNP","LNP",47.3,0.472,29.1,67.9
"wa2025","Scarborough","ALP","LNP",55,"official","ALP","LNP",45.6,0.995,35.1,55.9
"wa2025","South Perth","ALP","LNP",51.6,"official","ALP","LNP",46.3,0.94,36,56.4
"wa2025","Southern River","ALP","LNP",73.3,"official","ALP","LNP",70.7,0.973,61.3,78.2
"wa2025","Swan Hills","ALP","LNP",58.4,"official","ALP","LNP",62.9,0.984,52.5,71.7
"wa2025","Thornlie","ALP","IND",64,"official","ALP","LNP",67.2,0.892,57.2,75.2
"wa2025","Vasse","LNP","ALP",63.4,"official","ALP","LNP",31.4,0.704,22.2,42.2
"wa2025","Victoria Park","ALP","LNP",66.7,"official","ALP","LNP",66,0.926,57.2,73.3
"wa2025","Wanneroo","ALP","LNP",62.5,"official","ALP","LNP",65.1,0.99,54.9,73.6
"wa2025","Warren-Blackwood","LNP","ALP",51.8,"official","GRN","LNP",35.4,0.385,24.4,51.9
"wa2025","West Swan","ALP","LNP",71.2,"official","ALP","LNP",73.8,0.916,65.1,80.7
